"ID";"Name";"OnTerritoryOfMoscow";"AdmArea";"District";"Longitude_WGS84";"Latitude_WGS84";"VestibuleType";"NameOfStation";"Line";"CulturalHeritageSiteStatus";"ModeOnEvenDays";"ModeOnOddDays";"FullFeaturedBPAAmount";"LittleFunctionalBPAAmount";"BPAAmount";"RepairOfEscalators";"ObjectStatus";"global_id";"geoData";"geodata_center";
"Локальный идентификатор";"Наименование";"На территории Москвы";"Административный округ";"Район";"Долгота в WGS-84";"Широта в WGS-84";"Тип вестибюля";"Станция метрополитена";"Линия";"Статус объекта культурного наследия";"Режим работы по чётным дням";"Режим работы по нечётным дням";"Количество полнофункциональных БПА (все типы билетов)";"Количество малофункциональных БПА (билеты на 1 и 2 поездки)";"Общее количество БПА";"Ремонт эскалаторов";"Статус объекта";"global_id";"geoData";"geodata_center";
"331";"Китай-город, вход-выход 5 в северный вестибюль";"да";"Центральный административный округ";"Басманный район";"37.63176509";"55.75732811";"подземный";"Китай-город";"Калужско-Рижская линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:44:00, по 2 пути в 05:48:00; последний поезд по 1 пути в 01:35:00, по 2 пути в 01:26:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:43:00, по 2 пути в 05:48:00; последний поезд по 1 пути в 01:35:00, по 2 пути в 01:26:00";"";"4";"4";"nested data";"действует";"1773539";"{coordinates=[37.63176509, 55.75732811], type=Point}";"{coordinates=[37.63176509, 55.75732811], type=Point}";
"327";"Китай-город, вход-выход 4 в северный вестибюль";"да";"Центральный административный округ";"Тверской район";"37.63092407";"55.75673268";"подземный";"Китай-город";"Калужско-Рижская линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:44:00, по 2 пути в 05:48:00; последний поезд по 1 пути в 01:35:00, по 2 пути в 01:26:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:43:00, по 2 пути в 05:48:00; последний поезд по 1 пути в 01:35:00, по 2 пути в 01:26:00";"";"4";"4";"nested data";"действует";"1773540";"{coordinates=[37.63092407, 55.75673268], type=Point}";"{coordinates=[37.63092407, 55.75673268], type=Point}";
"330";"Китай-город, вход-выход 7 в северный вестибюль";"да";"Центральный административный округ";"Басманный район";"37.63186197";"55.75702717";"подземный";"Китай-город";"Калужско-Рижская линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:44:00, по 2 пути в 05:48:00; последний поезд по 1 пути в 01:35:00, по 2 пути в 01:26:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:43:00, по 2 пути в 05:48:00; последний поезд по 1 пути в 01:35:00, по 2 пути в 01:26:00";"";"4";"4";"nested data";"действует";"1773541";"{coordinates=[37.63186197, 55.75702717], type=Point}";"{coordinates=[37.63186197, 55.75702717], type=Point}";
"322";"Китай-город, вход-выход 13 в южный вестибюль";"да";"Центральный административный округ";"Тверской район";"37.63320674";"55.75299870";"подземный";"Китай-город";"Калужско-Рижская линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:44:00, по 2 пути в 05:48:00; последний поезд по 1 пути в 01:35:00, по 2 пути в 01:26:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:43:00, по 2 пути в 05:48:00; последний поезд по 1 пути в 01:35:00, по 2 пути в 01:26:00";"";"4";"4";"nested data";"действует";"1773542";"{coordinates=[37.63320674, 55.7529987], type=Point}";"{coordinates=[37.63320674, 55.7529987], type=Point}";
"321";"Китай-город, вход-выход 12 в южный вестибюль";"да";"Центральный административный округ";"Таганский район";"37.63356616";"55.75307131";"подземный";"Китай-город";"Калужско-Рижская линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:44:00, по 2 пути в 05:48:00; последний поезд по 1 пути в 01:35:00, по 2 пути в 01:26:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:43:00, по 2 пути в 05:48:00; последний поезд по 1 пути в 01:35:00, по 2 пути в 01:26:00";"";"4";"4";"nested data";"действует";"1773543";"{coordinates=[37.63356616, 55.75307131], type=Point}";"{coordinates=[37.63356616, 55.75307131], type=Point}";
"317";"Китай-город, вход-выход 3 в северный вестибюль";"да";"Центральный административный округ";"Тверской район";"37.63079068";"55.75699088";"подземный";"Китай-город";"Калужско-Рижская линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:44:00, по 2 пути в 05:48:00; последний поезд по 1 пути в 01:35:00, по 2 пути в 01:26:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:43:00, по 2 пути в 05:48:00; последний поезд по 1 пути в 01:35:00, по 2 пути в 01:26:00";"";"4";"4";"nested data";"временно закрыт";"1773544";"{coordinates=[37.63079068, 55.75699088], type=Point}";"{coordinates=[37.63079068, 55.75699088], type=Point}";
"318";"Китай-город, вход-выход 9 в южный вестибюль";"да";"Центральный административный округ";"Басманный район";"37.63495823";"55.75413168";"подземный";"Китай-город";"Калужско-Рижская линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:44:00, по 2 пути в 05:48:00; последний поезд по 1 пути в 01:35:00, по 2 пути в 01:26:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:43:00, по 2 пути в 05:48:00; последний поезд по 1 пути в 01:35:00, по 2 пути в 01:26:00";"";"4";"4";"nested data";"действует";"1773545";"{coordinates=[37.63495823, 55.75413168], type=Point}";"{coordinates=[37.63495823, 55.75413168], type=Point}";
"325";"Китай-город, вход-выход 2 в северный вестибюль";"да";"Центральный административный округ";"Тверской район";"37.62946226";"55.75664741";"подземный";"Китай-город";"Калужско-Рижская линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:44:00, по 2 пути в 05:48:00; последний поезд по 1 пути в 01:35:00, по 2 пути в 01:26:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:43:00, по 2 пути в 05:48:00; последний поезд по 1 пути в 01:35:00, по 2 пути в 01:26:00";"";"4";"4";"nested data";"действует";"1773546";"{coordinates=[37.62946226, 55.75664741], type=Point}";"{coordinates=[37.62946226, 55.75664741], type=Point}";
"280";"Калужская, вход-выход 5 в южный вестибюль";"да";"Юго-Западный административный округ";"район Коньково";"37.53922044";"55.65532695";"подземный";"Калужская";"Калужско-Рижская линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:45:00, по 2 пути в 05:40:00; последний поезд по 1 пути в 01:15:00, по 2 пути в 01:47:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:51:00, по 2 пути в 05:55:00; последний поезд по 1 пути в 01:15:00, по 2 пути в 01:47:00";"2";"3";"5";"nested data";"действует";"1773547";"{coordinates=[37.53922044, 55.65532695], type=Point}";"{coordinates=[37.53922044, 55.65532695], type=Point}";
"447";"Братиславская, вход-выход 5 в северный вестибюль";"да";"Юго-Восточный административный округ";"район Марьино";"37.75269552";"55.66013368";"подземный";"Братиславская";"Люблинско-Дмитровская линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:51:00, по 2 пути в 05:44:00; последний поезд по 1 пути в 01:59:00, по 2 пути в 01:12:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:50:00, по 2 пути в 05:43:00; последний поезд по 1 пути в 01:59:00, по 2 пути в 01:12:00";"";"2";"2";"nested data";"действует";"1773548";"{coordinates=[37.75269552, 55.66013368], type=Point}";"{coordinates=[37.75269552, 55.66013368], type=Point}";
"446";"Братиславская, вход-выход 4 в северный вестибюль";"да";"Юго-Восточный административный округ";"район Марьино";"37.75175674";"55.66003361";"подземный";"Братиславская";"Люблинско-Дмитровская линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:51:00, по 2 пути в 05:44:00; последний поезд по 1 пути в 01:59:00, по 2 пути в 01:12:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:50:00, по 2 пути в 05:43:00; последний поезд по 1 пути в 01:59:00, по 2 пути в 01:12:00";"";"2";"2";"nested data";"действует";"1773549";"{coordinates=[37.75175674, 55.66003361], type=Point}";"{coordinates=[37.75175674, 55.66003361], type=Point}";
"91";"Бульвар адмирала Ушакова, вход-выход 1 в вестибюль";"да";"Юго-Западный административный округ";"район Южное Бутово";"37.54165112";"55.54501919";"наземный отдельностоящий";"Бульвар адмирала Ушакова";"Бутовская линия Лёгкого метро";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:02:00, по 2 пути в 05:48:00; последний поезд по 1 пути в 01:08:00, по 2 пути в 01:18:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:02:00, по 2 пути в 05:48:00; последний поезд по 1 пути в 01:08:00, по 2 пути в 01:18:00";"";"2";"2";"nested data";"действует";"1773550";"{coordinates=[37.54165112, 55.54501919], type=Point}";"{coordinates=[37.54165112, 55.54501919], type=Point}";
"502";"Бульвар Дмитрия Донского, вход-выход 7 в северный вестибюль";"да";"Юго-Западный административный округ";"район Северное Бутово";"37.57638492";"55.57027257";"подземный";"Бульвар Дмитрия Донского";"Серпуховско-Тимирязевская линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:02:45; последний поезд по 1 пути в 01:03:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:03:00; последний поезд по 1 пути в 01:03:00";"2";"8";"10";"nested data";"действует";"1773551";"{coordinates=[37.57638492, 55.57027257], type=Point}";"{coordinates=[37.57638492, 55.57027257], type=Point}";
"501";"Бульвар Дмитрия Донского, вход-выход 6 в северный вестибюль";"да";"Юго-Западный административный округ";"район Северное Бутово";"37.57706620";"55.57009628";"подземный";"Бульвар Дмитрия Донского";"Серпуховско-Тимирязевская линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:02:45; последний поезд по 1 пути в 01:03:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:03:00; последний поезд по 1 пути в 01:03:00";"2";"8";"10";"nested data";"действует";"1773552";"{coordinates=[37.5770662, 55.57009628], type=Point}";"{coordinates=[37.5770662, 55.57009628], type=Point}";
"89";"Бунинская аллея, вход-выход в вестибюль";"да";"Юго-Западный административный округ";"район Южное Бутово";"37.51502684";"55.53771224";"наземный отдельностоящий";"Бунинская аллея";"Бутовская линия Лёгкого метро";"объект культурного наследия регионального значения";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:57:00; последний поезд по 1 пути в 01:03:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:57:00; последний поезд по 1 пути в 01:03:00";"";"3";"3";"nested data";"действует";"1773553";"{coordinates=[37.51502684, 55.53771224], type=Point}";"{coordinates=[37.51502684, 55.53771224], type=Point}";
"383";"Варшавская, вход-выход 1 в вестибюль 2";"да";"Южный административный округ";"Нагорный район";"37.61799526";"55.65310984";"подземный";"Варшавская";"Большая кольцевая линия";"не является объектом культурного наследия";"открытие в 05:25:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:332:00, по 2 пути в 05:48:00; последний поезд по 1 пути в 01:41:20, по 2 пути в 01:56:10";"открытие в 05:25:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:32:00, по 2 пути в 05:48:00; последний поезд по 1 пути в 01:39:00, по 2 пути в 01:51:00";"";"3";"3";"nested data";"действует";"1773554";"{coordinates=[37.61799526, 55.65310984], type=Point}";"{coordinates=[37.61799526, 55.65310984], type=Point}";
"384";"Варшавская, вход-выход 3 в вестибюль 1";"да";"Южный административный округ";"Нагорный район";"37.62064528";"55.65318567";"подземный";"Варшавская";"Большая кольцевая линия";"не является объектом культурного наследия";"открытие в 05:25:00, закрытие в 01:00:00, первый поезд по 1 пути в 05:37:00, по 2 пути в 05:52:00; последний поезд по 1 пути в 01:13:00, по 2 пути в 01:19:00";"открытие в 05:30:00, закрытие в 01:00:00, первый поезд по 1 пути в 05:37:00, по 2 пути в 05:52:00; последний поезд по 1 пути в 01:13:00, по 2 пути в 01:19:00";"";"";"";"nested data";"действует";"1773555";"{coordinates=[37.62064528, 55.65318567], type=Point}";"{coordinates=[37.62064528, 55.65318567], type=Point}";
"277";"Калужская, вход-выход 1 в южный вестибюль";"да";"Юго-Западный административный округ";"район Черёмушки";"37.54023432";"55.65628478";"подземный";"Калужская";"Калужско-Рижская линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:45:00, по 2 пути в 05:40:00; последний поезд по 1 пути в 01:15:00, по 2 пути в 01:47:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:51:00, по 2 пути в 05:55:00; последний поезд по 1 пути в 01:15:00, по 2 пути в 01:47:00";"2";"3";"5";"nested data";"действует";"1773556";"{coordinates=[37.54023432, 55.65628478], type=Point}";"{coordinates=[37.54023432, 55.65628478], type=Point}";
"281";"Калужская, вход-выход 10 в северный вестибюль";"да";"Юго-Западный административный округ";"Обручевский район";"37.54105779";"55.65818462";"подземный";"Калужская";"Калужско-Рижская линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:45:00, по 2 пути в 05:40:00; последний поезд по 1 пути в 01:15:00, по 2 пути в 01:47:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:51:00, по 2 пути в 05:55:00; последний поезд по 1 пути в 01:15:00, по 2 пути в 01:47:00";"2";"1";"3";"nested data";"действует";"1773557";"{coordinates=[37.54105779, 55.65818462], type=Point}";"{coordinates=[37.54105779, 55.65818462], type=Point}";
"151";"Кантемировская, вход-выход 3 в южный вестибюль";"да";"Южный административный округ";"район Царицыно";"37.65711852";"55.63460757";"подземный";"Кантемировская";"Замоскворецкая линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:47:00, по 2 пути в 05:56:00; последний поезд по 1 пути в 01:19:00, по 2 пути в 01:51:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:47:00, по 2 пути в 05:56:00; последний поезд по 1 пути в 01:19:00, по 2 пути в 01:51:00";"1";"3";"4";"nested data";"действует";"1773558";"{coordinates=[37.65711852, 55.63460757], type=Point}";"{coordinates=[37.65711852, 55.63460757], type=Point}";
"152";"Кантемировская, вход-выход 1 в южный вестибюль";"да";"Южный административный округ";"район Царицыно";"37.65756913";"55.63509859";"подземный";"Кантемировская";"Замоскворецкая линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:47:00, по 2 пути в 05:56:00; последний поезд по 1 пути в 01:19:00, по 2 пути в 01:51:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:47:00, по 2 пути в 05:56:00; последний поезд по 1 пути в 01:19:00, по 2 пути в 01:51:00";"1";"3";"4";"nested data";"действует";"1773559";"{coordinates=[37.65756913, 55.63509859], type=Point}";"{coordinates=[37.65756913, 55.63509859], type=Point}";
"149";"Кантемировская, вход-выход 5 в северный вестибюль";"да";"Южный административный округ";"район Царицыно";"37.65525170";"55.63672866";"подземный";"Кантемировская";"Замоскворецкая линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:47:00, по 2 пути в 05:56:00; последний поезд по 1 пути в 01:19:00, по 2 пути в 01:51:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:47:00, по 2 пути в 05:56:00; последний поезд по 1 пути в 01:19:00, по 2 пути в 01:51:00";"3";"";"3";"nested data";"действует";"1773560";"{coordinates=[37.6552517, 55.63672866], type=Point}";"{coordinates=[37.6552517, 55.63672866], type=Point}";
"284";"Калужская, вход-выход 8 в северный вестибюль";"да";"Юго-Западный административный округ";"район Черёмушки";"37.54168543";"55.65763266";"подземный";"Калужская";"Калужско-Рижская линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:45:00, по 2 пути в 05:40:00; последний поезд по 1 пути в 01:15:00, по 2 пути в 01:47:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:51:00, по 2 пути в 05:55:00; последний поезд по 1 пути в 01:15:00, по 2 пути в 01:47:00";"2";"1";"3";"nested data";"действует";"1773562";"{coordinates=[37.54168543, 55.65763266], type=Point}";"{coordinates=[37.54168543, 55.65763266], type=Point}";
"150";"Кантемировская, вход-выход 6 в северный вестибюль";"да";"Южный административный округ";"район Царицыно";"37.65607246";"55.63694410";"подземный";"Кантемировская";"Замоскворецкая линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:47:00, по 2 пути в 05:56:00; последний поезд по 1 пути в 01:19:00, по 2 пути в 01:51:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:47:00, по 2 пути в 05:56:00; последний поезд по 1 пути в 01:19:00, по 2 пути в 01:51:00";"3";"";"3";"nested data";"действует";"1773563";"{coordinates=[37.65607246, 55.6369441], type=Point}";"{coordinates=[37.65607246, 55.6369441], type=Point}";
"448";"Братиславская, вход-выход 6 в северный вестибюль";"да";"Юго-Восточный административный округ";"район Марьино";"37.75307639";"55.65982796";"подземный";"Братиславская";"Люблинско-Дмитровская линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:51:00, по 2 пути в 05:44:00; последний поезд по 1 пути в 01:59:00, по 2 пути в 01:12:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:50:00, по 2 пути в 05:43:00; последний поезд по 1 пути в 01:59:00, по 2 пути в 01:12:00";"";"2";"2";"nested data";"действует";"1773564";"{coordinates=[37.75307639, 55.65982796], type=Point}";"{coordinates=[37.75307639, 55.65982796], type=Point}";
"791";"Беговая, вход-выход 1 во 2-й вестибюль";"да";"Северный административный округ";"Хорошёвский район";"37.54446783";"55.77341410";"подземный";"Беговая";"Таганско-Краснопресненская линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:00:00, по 2 пути в 06:05:00; последний поезд по 1 пути в 01:22:00, по 2 пути в 01:44:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:58:00, по 2 пути в 06:05:00; последний поезд по 1 пути в 01:22:00, по 2 пути в 01:44:00";"2";"3";"5";"nested data";"действует";"1773565";"{coordinates=[37.54446783, 55.7734141], type=Point}";"{coordinates=[37.54446783, 55.7734141], type=Point}";
"790";"Беговая, вход-выход 2 во 2-й вестибюль";"да";"Северный административный округ";"Хорошёвский район";"37.54453757";"55.77403397";"подземный";"Беговая";"Таганско-Краснопресненская линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:00:00, по 2 пути в 06:05:00; последний поезд по 1 пути в 01:22:00, по 2 пути в 01:44:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:58:00, по 2 пути в 06:05:00; последний поезд по 1 пути в 01:22:00, по 2 пути в 01:44:00";"2";"3";"5";"nested data";"действует";"1773566";"{coordinates=[37.54453757, 55.77403397], type=Point}";"{coordinates=[37.54453757, 55.77403397], type=Point}";
"792";"Беговая, вход-выход 5 в 1-й вестибюль";"да";"Северный административный округ";"Хорошёвский район";"37.54863800";"55.77329557";"подземный";"Беговая";"Таганско-Краснопресненская линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:00:00, по 2 пути в 06:05:00; последний поезд по 1 пути в 01:22:00, по 2 пути в 01:44:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:58:00, по 2 пути в 06:05:00; последний поезд по 1 пути в 01:22:00, по 2 пути в 01:44:00";"1";"4";"5";"nested data";"действует";"1773567";"{coordinates=[37.548638, 55.77329557], type=Point}";"{coordinates=[37.548638, 55.77329557], type=Point}";
"794";"Беговая, вход-выход 3 в 1-й вестибюль";"да";"Северный административный округ";"Хорошёвский район";"37.54923982";"55.77437472";"подземный";"Беговая";"Таганско-Краснопресненская линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:00:00, по 2 пути в 06:05:00; последний поезд по 1 пути в 01:22:00, по 2 пути в 01:44:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:58:00, по 2 пути в 06:05:00; последний поезд по 1 пути в 01:22:00, по 2 пути в 01:44:00";"1";"4";"5";"nested data";"действует";"1773568";"{coordinates=[37.54923982, 55.77437472], type=Point}";"{coordinates=[37.54923982, 55.77437472], type=Point}";
"394";"Белорусская, вход-выход 1 в западный вестибюль";"да";"Центральный административный округ";"Тверской район";"37.58271687";"55.77538368";"наземный, встроенный в здание";"Белорусская";"Кольцевая линия";"объект культурного наследия регионального значения";"открытие в 05:25:00, закрытие в 01:00:00, первый поезд по 1 пути в 05:33:00, по 2 пути в 05:55:00, последний поезд по 1 пути в 01:20:00, по 2 пути в 01:38:00";"открытие в 05:25:00, закрытие в 01:00:00, первый поезд по 1 пути в 05:33:00, по 2 пути в 05:53:00, последний поезд по 1 пути в 01:30:00, по 2 пути в 01:20:00";"3";"6";"9";"nested data";"действует";"1773569";"{coordinates=[37.58271687, 55.77538368], type=Point}";"{coordinates=[37.58271687, 55.77538368], type=Point}";
"129";"Белорусская, вход 6 в вестибюль";"да";"Центральный административный округ";"Тверской район";"37.58218133";"55.77726212";"наземный, встроенный в здание";"Белорусская";"Замоскворецкая линия";"выявленный объект культурного наследия";"открытие в 05:30:00, закрытие в 01:00:00, первый поезд по 1 пути в 05:52:00, по 2 пути в 05:38:00, последний поезд по 1 пути в 01:46:00, по 2 пути в 01:23:00";"открытие в 05:30:00, закрытие в 01:00:00, первый поезд по 1 пути в 05:52:00, по 2 пути в 05:38:00, последний поезд по 1 пути в 01:46:00, по 2 пути в 01:23:00";"2";"5";"7";"nested data";"действует";"1773570";"{coordinates=[37.58218133, 55.77726212], type=Point}";"{coordinates=[37.58218133, 55.77726212], type=Point}";
"396";"Белорусская, вход-выход 2 в восточный вестибюль";"да";"Центральный административный округ";"Тверской район";"37.58570378";"55.77748948";"подземный";"Белорусская";"Кольцевая линия";"объект культурного наследия регионального значения";"открытие в 05:25:00, закрытие в 01:00:00, первый поезд по 1 пути в 05:33:00, по 2 пути в 05:55:00, последний поезд по 1 пути в 01:20:00, по 2 пути в 01:38:00";"открытие в 05:25:00, закрытие в 01:00:00, первый поезд по 1 пути в 05:33:20, по 2 пути в 05:54:00, последний поезд по 1 пути в 01:27:30, по 2 пути в 01:46:45";"3";"3";"6";"nested data";"действует";"1773571";"{coordinates=[37.58570378, 55.77748948], type=Point}";"{coordinates=[37.58570378, 55.77748948], type=Point}";
"267";"Беляево, вход-выход 1 в южный вестибюль";"да";"Юго-Западный административный округ";"район Коньково";"37.52538305";"55.64186175";"подземный";"Беляево";"Калужско-Рижская линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:45:00, по 2 пути в 05:43:00; последний поезд по 1 пути в 01:12:00, по 2 пути в 01:49:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:52:00, по 2 пути в 05:58:00; последний поезд по 1 пути в 01:12:00, по 2 пути в 01:49:00";"2";"2";"4";"nested data";"действует";"1773572";"{coordinates=[37.52538305, 55.64186175], type=Point}";"{coordinates=[37.52538305, 55.64186175], type=Point}";
"269";"Беляево, вход-выход 4 в южный вестибюль";"да";"Юго-Западный административный округ";"район Коньково";"37.52585512";"55.64147340";"подземный";"Беляево";"Калужско-Рижская линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:45:00, по 2 пути в 05:43:00; последний поезд по 1 пути в 01:12:00, по 2 пути в 01:49:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:52:00, по 2 пути в 05:58:00; последний поезд по 1 пути в 01:12:00, по 2 пути в 01:49:00";"2";"2";"4";"nested data";"действует";"1773573";"{coordinates=[37.52585512, 55.6414734], type=Point}";"{coordinates=[37.52585512, 55.6414734], type=Point}";
"271";"Беляево, вход-выход 5 в северный вестибюль";"да";"Юго-Западный административный округ";"район Коньково";"37.52675980";"55.64383467";"подземный";"Беляево";"Калужско-Рижская линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:45:00, по 2 пути в 05:43:00; последний поезд по 1 пути в 01:12:00, по 2 пути в 01:49:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:52:00, по 2 пути в 05:58:00; последний поезд по 1 пути в 01:12:00, по 2 пути в 01:49:00";"2";"3";"5";"nested data";"действует";"1773574";"{coordinates=[37.5267598, 55.64383467], type=Point}";"{coordinates=[37.5267598, 55.64383467], type=Point}";
"57";"Киевская, вход-выход 6 из вестибюля к пригородным поездам";"да";"Западный административный округ";"район Дорогомилово";"37.56475262";"55.74291338";"наземный, встроенный в здание";"Киевская";"Арбатско-Покровская линия";"выявленный объект культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:42:00, по 2 пути в 05:42:00; последний поезд по 1 пути в 01:32:00, по 2 пути в 01:38:03";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:42:00, по 2 пути в 05:40:00; последний поезд по 1 пути в 01:32:00, по 2 пути в 01:38:00";"1";"15";"16";"nested data";"действует";"1773577";"{coordinates=[37.56475262, 55.74291338], type=Point}";"{coordinates=[37.56475262, 55.74291338], type=Point}";
"400";"Киевская, вход-выход 3 в вестибюль";"да";"Западный административный округ";"район Дорогомилово";"37.56718836";"55.74382148";"подземный";"Киевская";"Кольцевая линия";"объект культурного наследия регионального значения";"открытие в 05:35:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:55:00, по 2 пути в 05:49:00; последний поезд по 1 пути в 01:37:00, по 2 пути в 01:20:00";"открытие в 05:35:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:47:00, по 2 пути в 05:44:00; последний поезд по 1 пути в 01:28:00, по 2 пути в 01:22:00";"";"5";"5";"nested data";"действует";"1773579";"{coordinates=[37.56718836, 55.74382148], type=Point}";"{coordinates=[37.56718836, 55.74382148], type=Point}";
"401";"Киевская, вход-выход 4 в вестибюль";"да";"Западный административный округ";"район Дорогомилово";"37.56758533";"55.74371255";"подземный";"Киевская";"Кольцевая линия";"объект культурного наследия регионального значения";"открытие в 05:35:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:55:00, по 2 пути в 05:49:00; последний поезд по 1 пути в 01:37:00, по 2 пути в 01:20:00";"открытие в 05:35:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:47:00, по 2 пути в 05:44:00; последний поезд по 1 пути в 01:28:00, по 2 пути в 01:22:00";"";"5";"5";"nested data";"действует";"1773580";"{coordinates=[37.56758533, 55.74371255], type=Point}";"{coordinates=[37.56758533, 55.74371255], type=Point}";
