"ID";"Name";"OnTerritoryOfMoscow";"AdmArea";"District";"Longitude_WGS84";"Latitude_WGS84";"VestibuleType";"NameOfStation";"Line";"CulturalHeritageSiteStatus";"ModeOnEvenDays";"ModeOnOddDays";"FullFeaturedBPAAmount";"LittleFunctionalBPAAmount";"BPAAmount";"RepairOfEscalators";"ObjectStatus";"global_id";"geoData";"geodata_center";
"Локальный идентификатор";"Наименование";"На территории Москвы";"Административный округ";"Район";"Долгота в WGS-84";"Широта в WGS-84";"Тип вестибюля";"Станция метрополитена";"Линия";"Статус объекта культурного наследия";"Режим работы по чётным дням";"Режим работы по нечётным дням";"Количество полнофункциональных БПА (все типы билетов)";"Количество малофункциональных БПА (билеты на 1 и 2 поездки)";"Общее количество БПА";"Ремонт эскалаторов";"Статус объекта";"global_id";"geoData";"geodata_center";
"262";"Коньково, вход-выход 9 в северный вестибюль";"да";"Юго-Западный административный округ";"район Тёплый Стан";"37.51993614";"55.63395989";"подземный";"Коньково";"Калужско-Рижская линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:52:00, по 2 пути в 05:45:00; последний поезд по 1 пути в 01:11:00, по 2 пути в 01:51:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:50:00, по 2 пути в 05:43:00; последний поезд по 1 пути в 01:11:00, по 2 пути в 01:51:00";"1";"2";"3";"nested data";"действует";"1773656";"{coordinates=[37.51993614, 55.63395989], type=Point}";"{coordinates=[37.51993614, 55.63395989], type=Point}";
"261";"Коньково, вход-выход 10 в северный вестибюль";"да";"Юго-Западный административный округ";"район Коньково";"37.52052623";"55.63384514";"подземный";"Коньково";"Калужско-Рижская линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:52:00, по 2 пути в 05:45:00; последний поезд по 1 пути в 01:11:00, по 2 пути в 01:51:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:50:00, по 2 пути в 05:43:00; последний поезд по 1 пути в 01:11:00, по 2 пути в 01:51:00";"1";"2";"3";"nested data";"действует";"1773657";"{coordinates=[37.52052623, 55.63384514], type=Point}";"{coordinates=[37.52052623, 55.63384514], type=Point}";
"191";"Красногвардейская, вход-выход 1 в южный вестибюль";"да";"Южный административный округ";"район Зябликово";"37.74611400";"55.61418222";"подземный";"Красногвардейская";"Замоскворецкая линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:40:00, по 2 пути в 05:50:00; последний поезд по 1 пути в 01:08:00, по 2 пути в 02:01:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:00:00, по 2 пути в 05:52:00; последний поезд по 1 пути в 01:08:00, по 2 пути в 02:01:00";"6";"";"6";"nested data";"действует";"1773658";"{coordinates=[37.746114, 55.61418222], type=Point}";"{coordinates=[37.746114, 55.61418222], type=Point}";
"193";"Красногвардейская, вход-выход 4 в южный вестибюль";"да";"Южный административный округ";"район Зябликово";"37.74616518";"55.61362424";"подземный";"Красногвардейская";"Замоскворецкая линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:40:00, по 2 пути в 05:50:00; последний поезд по 1 пути в 01:08:00, по 2 пути в 02:01:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:00:00, по 2 пути в 05:52:00; последний поезд по 1 пути в 01:08:00, по 2 пути в 02:01:00";"6";"";"6";"nested data";"действует";"1773659";"{coordinates=[37.74616518, 55.61362424], type=Point}";"{coordinates=[37.74616518, 55.61362424], type=Point}";
"190";"Красногвардейская, вход-выход 3 в южный вестибюль";"да";"Южный административный округ";"район Зябликово";"37.74676063";"55.61365461";"подземный";"Красногвардейская";"Замоскворецкая линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:40:00, по 2 пути в 05:50:00; последний поезд по 1 пути в 01:08:00, по 2 пути в 02:01:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:00:00, по 2 пути в 05:52:00; последний поезд по 1 пути в 01:08:00, по 2 пути в 02:01:00";"6";"";"6";"nested data";"действует";"1773660";"{coordinates=[37.74676063, 55.61365461], type=Point}";"{coordinates=[37.74676063, 55.61365461], type=Point}";
"192";"Красногвардейская, вход-выход 2 в южный вестибюль";"да";"Южный административный округ";"район Зябликово";"37.74661579";"55.61422787";"подземный";"Красногвардейская";"Замоскворецкая линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:40:00, по 2 пути в 05:50:00; последний поезд по 1 пути в 01:08:00, по 2 пути в 02:01:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:00:00, по 2 пути в 05:52:00; последний поезд по 1 пути в 01:08:00, по 2 пути в 02:01:00";"6";"";"6";"nested data";"действует";"1773661";"{coordinates=[37.74661579, 55.61422787], type=Point}";"{coordinates=[37.74661579, 55.61422787], type=Point}";
"189";"Красногвардейская, вход-выход 6 в северный вестибюль";"да";"Южный административный округ";"район Зябликово";"37.74230280";"55.61344207";"подземный";"Красногвардейская";"Замоскворецкая линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:40:00, по 2 пути в 05:50:00; последний поезд по 1 пути в 01:08:00, по 2 пути в 02:01:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:00:00, по 2 пути в 05:52:00; последний поезд по 1 пути в 01:08:00, по 2 пути в 02:01:00";"4";"";"4";"nested data";"действует";"1773662";"{coordinates=[37.7423028, 55.61344207], type=Point}";"{coordinates=[37.7423028, 55.61344207], type=Point}";
"173";"Орехово, вход-выход 2 в северный вестибюль";"да";"Южный административный округ";"район Орехово-Борисово Северное";"37.69345508";"55.61380368";"подземный";"Орехово";"Замоскворецкая линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:44:55, по 2 пути в 05:45:25; последний поезд по 1 пути в 01:13:00, по 2 пути в 01:56:07";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:44:55, по 2 пути в 05:45:25; последний поезд по 1 пути в 01:13:00, по 2 пути в 01:56:07";"2";"";"2";"nested data";"действует";"1773663";"{coordinates=[37.69345508, 55.61380368], type=Point}";"{coordinates=[37.69345508, 55.61380368], type=Point}";
"172";"Орехово, вход-выход 3 в северный вестибюль";"да";"Южный административный округ";"район Орехово-Борисово Северное";"37.69409881";"55.61421356";"подземный";"Орехово";"Замоскворецкая линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:44:55, по 2 пути в 05:45:25; последний поезд по 1 пути в 01:13:00, по 2 пути в 01:56:06";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:44:55, по 2 пути в 05:45:25; последний поезд по 1 пути в 01:13:00, по 2 пути в 01:56:06";"2";"";"2";"nested data";"действует";"1773664";"{coordinates=[37.69409881, 55.61421356], type=Point}";"{coordinates=[37.69409881, 55.61421356], type=Point}";
"599";"Отрадное, вход-выход 5 в южный вестибюль";"да";"Северо-Восточный административный округ";"район Отрадное";"37.60447568";"55.86262147";"подземный";"Отрадное";"Серпуховско-Тимирязевская линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:59:00, по 2 пути в 05:52:00; последний поезд по 1 пути в 01:54:00, по 2 пути в 01:08:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:52:00, по 2 пути в 05:47:00; последний поезд по 1 пути в 01:54:00, по 2 пути в 01:08:00";"";"5";"5";"nested data";"действует";"1773665";"{coordinates=[37.60447568, 55.86262147], type=Point}";"{coordinates=[37.60447568, 55.86262147], type=Point}";
"601";"Отрадное, вход-выход 2 в северный вестибюль";"да";"Северо-Восточный административный округ";"район Отрадное";"37.60539163";"55.86439876";"подземный";"Отрадное";"Серпуховско-Тимирязевская линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:59:00, по 2 пути в 05:52:00; последний поезд по 1 пути в 01:54:00, по 2 пути в 01:08:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:52:00, по 2 пути в 05:47:00; последний поезд по 1 пути в 01:54:00, по 2 пути в 01:08:00";"";"4";"4";"nested data";"действует";"1773666";"{coordinates=[37.60539163, 55.86439876], type=Point}";"{coordinates=[37.60539163, 55.86439876], type=Point}";
"600";"Отрадное, вход-выход 3 в северный вестибюль";"да";"Северо-Восточный административный округ";"район Отрадное";"37.60607827";"55.86423948";"подземный";"Отрадное";"Серпуховско-Тимирязевская линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:59:00, по 2 пути в 05:52:00; последний поезд по 1 пути в 01:54:00, по 2 пути в 01:08:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:52:00, по 2 пути в 05:47:00; последний поезд по 1 пути в 01:54:00, по 2 пути в 01:08:00";"";"4";"4";"nested data";"действует";"1773667";"{coordinates=[37.60607827, 55.86423948], type=Point}";"{coordinates=[37.60607827, 55.86423948], type=Point}";
"596";"Отрадное, вход-выход 8 в южный вестибюль";"да";"Северо-Восточный административный округ";"район Отрадное";"37.60373786";"55.86286662";"подземный";"Отрадное";"Серпуховско-Тимирязевская линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:59:00, по 2 пути в 05:52:00; последний поезд по 1 пути в 01:54:00, по 2 пути в 01:08:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:52:00, по 2 пути в 05:47:00; последний поезд по 1 пути в 01:54:00, по 2 пути в 01:08:00";"";"5";"5";"nested data";"действует";"1773668";"{coordinates=[37.60373786, 55.86286662], type=Point}";"{coordinates=[37.60373786, 55.86286662], type=Point}";
"663";"Охотный ряд, вход-выход 2 в южный вестибюль";"да";"Центральный административный округ";"Тверской район";"37.61432972";"55.75709735";"подземный";"Охотный ряд";"Сокольническая линия";"выявленный объект культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:40:00, по 2 пути в 05:58:00; последний поезд по 1 пути в 01:23:00, по 2 пути в 01:45:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:40:00, по 2 пути в 05:58:00; последний поезд по 1 пути в 01:23:00, по 2 пути в 01:45:00";"";"3";"3";"nested data";"действует";"1773669";"{coordinates=[37.61432972, 55.75709735], type=Point}";"{coordinates=[37.61432972, 55.75709735], type=Point}";
"662";"Охотный ряд, вход-выход 1 в южный вестибюль";"да";"Центральный административный округ";"Тверской район";"37.61461403";"55.75692795";"подземный";"Охотный ряд";"Сокольническая линия";"выявленный объект культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:40:00, по 2 пути в 05:58:00; последний поезд по 1 пути в 01:23:00, по 2 пути в 01:45:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:40:00, по 2 пути в 05:58:00; последний поезд по 1 пути в 01:23:00, по 2 пути в 01:45:00";"";"3";"3";"nested data";"действует";"1773670";"{coordinates=[37.61461403, 55.75692795], type=Point}";"{coordinates=[37.61461403, 55.75692795], type=Point}";
"188";"Красногвардейская, вход-выход 8 в северный вестибюль";"да";"Южный административный округ";"район Зябликово";"37.74289635";"55.61402026";"подземный";"Красногвардейская";"Замоскворецкая линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:40:00, по 2 пути в 05:50:00; последний поезд по 1 пути в 01:08:00, по 2 пути в 02:01:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:00:00, по 2 пути в 05:52:00; последний поезд по 1 пути в 01:08:00, по 2 пути в 02:01:00";"4";"";"4";"nested data";"действует";"1773671";"{coordinates=[37.74289635, 55.61402026], type=Point}";"{coordinates=[37.74289635, 55.61402026], type=Point}";
"194";"Красногвардейская, вход-выход 5 в северный вестибюль";"да";"Южный административный округ";"район Зябликово";"37.74298408";"55.61346940";"подземный";"Красногвардейская";"Замоскворецкая линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:40:00, по 2 пути в 05:50:00; последний поезд по 1 пути в 01:08:00, по 2 пути в 02:01:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:00:00, по 2 пути в 05:52:00; последний поезд по 1 пути в 01:08:00, по 2 пути в 02:01:00";"4";"";"4";"nested data";"действует";"1773672";"{coordinates=[37.74298408, 55.6134694], type=Point}";"{coordinates=[37.74298408, 55.6134694], type=Point}";
"187";"Красногвардейская, вход-выход 7 в северный вестибюль";"да";"Южный административный округ";"район Зябликово";"37.74224379";"55.61399466";"подземный";"Красногвардейская";"Замоскворецкая линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:40:00, по 2 пути в 05:50:00; последний поезд по 1 пути в 01:08:00, по 2 пути в 02:01:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:00:00, по 2 пути в 05:52:00; последний поезд по 1 пути в 01:08:00, по 2 пути в 02:01:00";"4";"";"4";"nested data";"действует";"1773673";"{coordinates=[37.74224379, 55.61399466], type=Point}";"{coordinates=[37.74224379, 55.61399466], type=Point}";
"411";"Краснопресненская, вход-выход 1 в вестибюль";"да";"Центральный административный округ";"Пресненский район";"37.57702497";"55.76041894";"подземный";"Краснопресненская";"Кольцевая линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:45:00, по 2 пути в 05:41:00; последний поезд по 1 пути в 01:30:00, по 2 пути в 01:28:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:40:00, по 2 пути в 05:41:00; последний поезд по 1 пути в 01:30:00, по 2 пути в 01:19:00";"2";"2";"4";"nested data";"действует";"1773674";"{coordinates=[37.57702497, 55.76041894], type=Point}";"{coordinates=[37.57702497, 55.76041894], type=Point}";
"690";"Красносельская, вход-выход в вестибюль";"да";"Центральный административный округ";"Красносельский район";"37.66608306";"55.77995778";"наземный отдельностоящий";"Красносельская";"Сокольническая линия";"выявленный объект культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:40:00, по 2 пути в 05:59:00; последний поезд по 1 пути в 01:14:00, по 2 пути в 01:54:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:40:00, по 2 пути в 05:52:00; последний поезд по 1 пути в 01:14:00, по 2 пути в 01:54:00";"";"3";"3";"nested data";"действует";"1773675";"{coordinates=[37.66608306, 55.77995778], type=Point}";"{coordinates=[37.66608306, 55.77995778], type=Point}";
"682";"Красные ворота, вход-выход 1 в южный вестибюль";"да";"Центральный административный округ";"Басманный район";"37.64804177";"55.76831943";"наземный отдельностоящий";"Красные ворота";"Сокольническая линия";"объект культурного наследия регионального значения";"открытие в 05:25:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:35:00, по 2 пути в 06:03:00; последний поезд по 1 пути в 01:18:00, по 2 пути в 01:50:00";"открытие в 05:25:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:35:00, по 2 пути в 06:03:00; последний поезд по 1 пути в 01:18:00, по 2 пути в 01:50:00";"4";"";"4";"nested data";"действует";"1773676";"{coordinates=[37.64804177, 55.76831943], type=Point}";"{coordinates=[37.64804177, 55.76831943], type=Point}";
"684";"Красные ворота, вход-выход 2 в северный вестибюль";"да";"Центральный административный округ";"Красносельский район";"37.65036181";"55.76975261";"наземный, встроенный в здание";"Красные ворота";"Сокольническая линия";"объект культурного наследия регионального значения";"открытие в 05:25:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:35:00, по 2 пути в 06:03:00; последний поезд по 1 пути в 01:18:00, по 2 пути в 01:50:00";"открытие в 05:25:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:35:00, по 2 пути в 06:03:00; последний поезд по 1 пути в 01:18:00, по 2 пути в 01:50:00";"2";"";"2";"nested data";"действует";"1773677";"{coordinates=[37.65036181, 55.76975261], type=Point}";"{coordinates=[37.65036181, 55.76975261], type=Point}";
"467";"Крестьянская застава, вход-выход 10 в вестибюль";"да";"Центральный административный округ";"Таганский район";"37.66548428";"55.73234833";"подземный";"Крестьянская застава";"Люблинско-Дмитровская линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:56:00, по 2 пути в 05:40:00; последний поезд по 1 пути в 01:42:00, по 2 пути в 01:29:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:58:00, по 2 пути в 05:40:00; последний поезд по 1 пути в 01:42:00, по 2 пути в 01:29:00";"1";"2";"3";"nested data";"действует";"1773678";"{coordinates=[37.66548428, 55.73234833], type=Point}";"{coordinates=[37.66548428, 55.73234833], type=Point}";
"650";"Кропоткинская, вход-выход 2 в северный вестибюль";"да";"Центральный административный округ";"район Хамовники";"37.60538583";"55.74586367";"подземный";"Кропоткинская";"Сокольническая линия";"объект культурного наследия регионального значения";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:44:00, по 2 пути в 05:54:00; последний поезд по 1 пути в 01:26:00, по 2 пути в 01:42:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:44:00, по 2 пути в 05:54:00; последний поезд по 1 пути в 01:26:00, по 2 пути в 01:42:00";"3";"";"3";"nested data";"действует";"1773679";"{coordinates=[37.60538583, 55.74586367], type=Point}";"{coordinates=[37.60538583, 55.74586367], type=Point}";
"649";"Кропоткинская, вход 1 в южный вестибюль";"да";"Центральный административный округ";"район Хамовники";"37.60153417";"55.74497102";"наземный отдельностоящий";"Кропоткинская";"Сокольническая линия";"объект культурного наследия регионального значения";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:44:00, по 2 пути в 05:54:00; последний поезд по 1 пути в 01:26:00, по 2 пути в 01:42:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:44:00, по 2 пути в 05:54:00; последний поезд по 1 пути в 01:26:00, по 2 пути в 01:42:00";"3";"";"3";"nested data";"действует";"1773680";"{coordinates=[37.60153417, 55.74497102], type=Point}";"{coordinates=[37.60153417, 55.74497102], type=Point}";
"32";"Крылатское, вход-выход 2 в западный вестибюль";"да";"Западный административный округ";"район Крылатское";"37.40730071";"55.75785291";"подземный";"Крылатское";"Арбатско-Покровская линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:45:00, по 2 пути в 05:50:00; последний поезд по 1 пути в 01:49:00, по 2 пути в 01:21:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:42:00, по 2 пути в 05:57:00; последний поезд по 1 пути в 01:49:00, по 2 пути в 01:21:00";"2";"1";"3";"nested data";"действует";"1773681";"{coordinates=[37.40730071, 55.75785291], type=Point}";"{coordinates=[37.40730071, 55.75785291], type=Point}";
"36";"Крылатское, вход-выход 7 в восточный вестибюль";"да";"Западный административный округ";"район Крылатское";"37.40767985";"55.75529160";"подземный";"Крылатское";"Арбатско-Покровская линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:45:00, по 2 пути в 05:50:00; последний поезд по 1 пути в 01:49:00, по 2 пути в 01:21:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:42:00, по 2 пути в 05:57:00; последний поезд по 1 пути в 01:49:00, по 2 пути в 01:21:00";"1";"3";"4";"nested data";"действует";"1773682";"{coordinates=[37.40767985, 55.7552916], type=Point}";"{coordinates=[37.40767985, 55.7552916], type=Point}";
"37";"Крылатское, вход-выход 5 в восточный вестибюль";"да";"Западный административный округ";"район Крылатское";"37.40887075";"55.75565764";"подземный";"Крылатское";"Арбатско-Покровская линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:45:00, по 2 пути в 05:50:00; последний поезд по 1 пути в 01:49:00, по 2 пути в 01:21:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:42:00, по 2 пути в 05:57:00; последний поезд по 1 пути в 01:49:00, по 2 пути в 01:21:00";"1";"3";"4";"nested data";"действует";"1773683";"{coordinates=[37.40887075, 55.75565764], type=Point}";"{coordinates=[37.40887075, 55.75565764], type=Point}";
"33";"Крылатское, вход-выход 4 в западный вестибюль";"да";"Западный административный округ";"район Крылатское";"37.40859353";"55.75769315";"подземный";"Крылатское";"Арбатско-Покровская линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:45:00, по 2 пути в 05:50:00; последний поезд по 1 пути в 01:49:00, по 2 пути в 01:21:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:42:00, по 2 пути в 05:57:00; последний поезд по 1 пути в 01:49:00, по 2 пути в 01:21:00";"2";"1";"3";"nested data";"действует";"1773684";"{coordinates=[37.40859353, 55.75769315], type=Point}";"{coordinates=[37.40859353, 55.75769315], type=Point}";
"31";"Крылатское, вход-выход 1 в западный вестибюль";"да";"Западный административный округ";"район Крылатское";"37.40736508";"55.75740219";"подземный";"Крылатское";"Арбатско-Покровская линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:45:00, по 2 пути в 05:50:00; последний поезд по 1 пути в 01:49:00, по 2 пути в 01:21:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:42:00, по 2 пути в 05:57:00; последний поезд по 1 пути в 01:49:00, по 2 пути в 01:21:00";"2";"1";"3";"nested data";"действует";"1773685";"{coordinates=[37.40736508, 55.75740219], type=Point}";"{coordinates=[37.40736508, 55.75740219], type=Point}";
"34";"Крылатское, вход-выход 3 в западный вестибюль";"да";"Западный административный округ";"район Крылатское";"37.40855598";"55.75811910";"подземный";"Крылатское";"Арбатско-Покровская линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:45:00, по 2 пути в 05:50:00; последний поезд по 1 пути в 01:49:00, по 2 пути в 01:21:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:42:00, по 2 пути в 05:57:00; последний поезд по 1 пути в 01:49:00, по 2 пути в 01:21:00";"2";"1";"3";"nested data";"действует";"1773686";"{coordinates=[37.40855598, 55.7581191], type=Point}";"{coordinates=[37.40855598, 55.7581191], type=Point}";
"38";"Крылатское, вход-выход 8 в восточный вестибюль";"да";"Западный административный округ";"район Крылатское";"37.40763694";"55.75553361";"подземный";"Крылатское";"Арбатско-Покровская линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:45:00, по 2 пути в 05:50:00; последний поезд по 1 пути в 01:49:00, по 2 пути в 01:21:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:42:00, по 2 пути в 05:57:00; последний поезд по 1 пути в 01:49:00, по 2 пути в 01:21:00";"1";"3";"4";"nested data";"действует";"1773687";"{coordinates=[37.40763694, 55.75553361], type=Point}";"{coordinates=[37.40763694, 55.75553361], type=Point}";
"35";"Крылатское, вход-выход 6 в восточный вестибюль";"да";"Западный административный округ";"район Крылатское";"37.40859180";"55.75533698";"подземный";"Крылатское";"Арбатско-Покровская линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:45:00, по 2 пути в 05:50:00; последний поезд по 1 пути в 01:49:00, по 2 пути в 01:21:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:42:00, по 2 пути в 05:57:00; последний поезд по 1 пути в 01:49:00, по 2 пути в 01:21:00";"1";"3";"4";"nested data";"действует";"1773688";"{coordinates=[37.4085918, 55.75533698], type=Point}";"{coordinates=[37.4085918, 55.75533698], type=Point}";
"288";"Новые Черёмушки, вход-выход 6 в северный вестибюль";"да";"Юго-Западный административный округ";"район Черёмушки";"37.55534080";"55.67127215";"подземный";"Новые Черёмушки";"Калужско-Рижская линия";"не является объектом культурного наследия";"открытие в 05:25:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:35:00, по 2 пути в 05:53:00; последний поезд по 1 пути в 01:18:00, по 2 пути в 01:44:00";"открытие в 05:25:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:35:00, по 2 пути в 05:53:00; последний поезд по 1 пути в 01:18:00, по 2 пути в 01:44:00";"";"3";"3";"nested data";"действует";"1773689";"{coordinates=[37.5553408, 55.67127215], type=Point}";"{coordinates=[37.5553408, 55.67127215], type=Point}";
"390";"Октябрьская, вход 1 в вестибюль";"да";"Центральный административный округ";"район Якиманка";"37.61149707";"55.72924586";"наземный, встроенный в здание";"Октябрьская";"Кольцевая линия";"выявленный объект культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:56:00, по 2 пути в 05:43:00; последний поезд по 1 пути в 01:38:00, по 2 пути в 01:20:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:56:00, по 2 пути в 05:42:00; последний поезд по 1 пути в 01:38:00, по 2 пути в 01:26:00";"";"2";"2";"nested data";"действует";"1773690";"{coordinates=[37.61149707, 55.72924586], type=Point}";"{coordinates=[37.61149707, 55.72924586], type=Point}";
"314";"Октябрьская, вход 3 в вестибюль";"да";"Центральный административный округ";"район Якиманка";"37.61260714";"55.73133028";"наземный отдельностоящий";"Октябрьская";"Калужско-Рижская линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:50:00, по 2 пути в 05:54:00; последний поезд по 1 пути в 01:30:00, по 2 пути в 01:32:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:50:00, по 2 пути в 05:54:00; последний поезд по 1 пути в 01:30:00, по 2 пути в 01:32:00";"";"2";"2";"nested data";"действует";"1773691";"{coordinates=[37.61260714, 55.73133028], type=Point}";"{coordinates=[37.61260714, 55.73133028], type=Point}";
"803";"Октябрьское поле, вход-выход 1 в вестибюль 2";"да";"Северо-Западный административный округ";"район Щукино";"37.49232145";"55.79393600";"подземный";"Октябрьское поле";"Таганско-Краснопресненская линия";"не является объектом культурного наследия";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:54:00, по 2 пути в 05:55:00; последний поезд по 1 пути в 01:16:00, по 2 пути в 01:49:00";"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:51:00, по 2 пути в 05:54:00; последний поезд по 1 пути в 01:16:00, по 2 пути в 01:49:00";"1";"4";"5";"nested data";"действует";"1773692";"{coordinates=[37.49232145, 55.793936], type=Point}";"{coordinates=[37.49232145, 55.793936], type=Point}";
