"ID";"Name";"Station";"RailwayLine";"WorkingHours";"Latitude_WGS84";"Longitude_WGS84";"ObjectStatus";"global_id";"geoData";"geodata_center";
"Локальный идентификатор";"Наименование";"Станция радиального железнодорожного направления";"Радиальное железнодорожное направление";"Режим работы";"Широта в WGS-84";"Долгота в WGS-84";"Статус объекта";"global_id";"geoData";"geodata_center";
"88";"Матвеевская (проход 1)";"Матвеевская";"Киевское";"05:30-01:00";"55.704944";"37.481631";"действует";"1609205753";"{coordinates=[37.481631, 55.704944], type=Point}";"";
"112";"Крёкшино (проход 1)";"Крёкшино";"Киевское";"05:30-01:00";"55.578658";"37.111131";"действует";"1609205760";"{coordinates=[37.111131, 55.578658], type=Point}";"";
"130";"Кусково (проход 1)";"Кусково";"Горьковское";"05:30-01:00";"55.739431";"37.795099";"действует";"1609205768";"{coordinates=[37.795099, 55.739431], type=Point}";"";
"114";"Аминьевская (проход 1)";"Аминьевская";"Киевское";"05:30-01:00";"55.696860";"37.467190";"действует";"1609205770";"{coordinates=[37.46719, 55.69686], type=Point}";"";
"133";"Новогиреево (проход 1)";"Новогиреево";"Горьковское";"05:30-01:00";"55.744296";"37.820015";"действует";"1609205776";"{coordinates=[37.820015, 55.744296], type=Point}";"";
"134";"Новогиреево (проход 2)";"Новогиреево";"Горьковское";"05:30-01:00";"55.744719";"37.818219";"действует";"1609205777";"{coordinates=[37.818219, 55.744719], type=Point}";"";
"141";"Москва-3 (проход 1)";"Москва-3";"Ярославское";"04:30-01:30";"55.802093";"37.652899";"действует";"1609205792";"{coordinates=[37.652899, 55.802093], type=Point}";"";
"143";"Маленковская (проход 1)";"Маленковская";"Ярославское";"круглосуточно";"55.814407";"37.662675";"действует";"1609205796";"{coordinates=[37.662675, 55.814407], type=Point}";"";
"144";"Маленковская (проход 2)";"Маленковская";"Ярославское";"круглосуточно";"55.814086";"37.663169";"действует";"1609205797";"{coordinates=[37.663169, 55.814086], type=Point}";"";
"147";"Яуза (проход 1)";"Яуза";"Ярославское";"круглосуточно";"55.829905";"37.671488";"действует";"1609205810";"{coordinates=[37.671488, 55.829905], type=Point}";"";
"150";"Ростокино (проход 1)";"Ростокино";"Ярославское";"03:30-02:30";"55.840325";"37.670207";"действует";"1609205814";"{coordinates=[37.670207, 55.840325], type=Point}";"";
"152";"Лосиноостровская (проход 1)";"Лосиноостровская";"Ярославское";"05:00-01:00";"55.862157";"37.681788";"действует";"1609205822";"{coordinates=[37.681788, 55.862157], type=Point}";"";
"157";"Лось (проход 1)";"Лось";"Ярославское";"05:00-01:00";"55.880627";"37.711095";"действует";"1609205837";"{coordinates=[37.711095, 55.880627], type=Point}";"";
"168";"Тульская (проход 1)";"Тульская";"Павелецкое";"05:00-01:00";"55.704049";"37.622797";"действует";"1609205885";"{coordinates=[37.622797, 55.704049], type=Point}";"";
"172";"Нагатинская (проход 1)";"Нагатинская";"Павелецкое";"05:00-01:00";"55.682444";"37.621299";"действует";"1609205895";"{coordinates=[37.621299, 55.682444], type=Point}";"";
"173";"Варшавская (проход 1)";"Варшавская";"Павелецкое";"круглосуточно";"55.653741";"37.623089";"действует";"1609205898";"{coordinates=[37.623089, 55.653741], type=Point}";"";
"340";"Минская (проход 3)";"Минская";"Киевское";"05:30-01:00";"55.723288";"37.498493";"действует";"2363199231";"{coordinates=[37.498493, 55.723288], type=Point}";"";
"341";"Печатники (проход 8)";"Печатники";"Курское";"05:30-01:00";"55.693479";"37.729802";"действует";"2370994450";"{coordinates=[37.729802, 55.693479], type=Point}";"";
"342";"Печатники (проход 9)";"Печатники";"Курское";"05:30-01:00";"55.694107";"37.730014";"действует";"2371012991";"{coordinates=[37.730014, 55.694107], type=Point}";"";
"343";"Печатники (проход 10)";"Печатники";"Курское";"05:30-01:00";"55.693853";"37.733094";"действует";"2372369751";"{coordinates=[37.733094, 55.693853], type=Point}";"";
"344";"Марьина Роща (проход 1)";"Марьина Роща";"Рижское";"05:30-01:00";"55.801138";"37.618563";"действует";"2577806869";"{coordinates=[37.618563, 55.801138], type=Point}";"";
"345";"Марьина Роща (проход 2)";"Марьина Роща";"Рижское";"05:30-01:00";"55.800167";"37.618497";"действует";"2577806879";"{coordinates=[37.618497, 55.800167], type=Point}";"";
"346";"Марк (проход 1)";"Марк";"Савёловское";"05:30-01:00";"55.904406";"37.538408";"действует";"2588104740";"{coordinates=[37.538408, 55.904406], type=Point}";"";
"347";"Марк (проход 2)";"Марк";"Савёловское";"05:30-01:00";"55.902876";"37.540089";"действует";"2588104921";"{coordinates=[37.540089, 55.902876], type=Point}";"";
"348";"Марк (проход 3)";"Марк";"Савёловское";"05:30-01:00";"55.902429";"37.540638";"действует";"2588105005";"{coordinates=[37.540638, 55.902429], type=Point}";"";
"349";"Марк (проход 4)";"Марк";"Савёловское";"05:30-01:00";"55.906773";"37.536798";"действует";"2588105086";"{coordinates=[37.536798, 55.906773], type=Point}";"";
"212";"Савёловская (проход 2)";"Савёловская";"Савёловское";"05:00-01:00";"55.794445";"37.588867";"действует";"2588107507";"{coordinates=[37.588867, 55.794445], type=Point}";"";
"350";"Рижская (проход 1)";"Рижская";"Курское";"05:30-01:00";"55.793415";"37.638764";"действует";"2588108679";"{coordinates=[37.638764, 55.793415], type=Point}";"";
"353";"Рабочий поселок (проход 1)";"Рабочий посёлок";"Белорусское";"05:30-01:00";"55.727196";"37.417441";"действует";"2588109478";"{coordinates=[37.417441, 55.727196], type=Point}";"";
"354";"Рабочий поселок (проход 2)";"Рабочий посёлок";"Белорусское";"05:30-01:00";"55.726670";"37.418342";"действует";"2588109582";"{coordinates=[37.418342, 55.72667], type=Point}";"";
"355";"Рабочий поселок (проход 3)";"Рабочий посёлок";"Белорусское";"05:30-01:00";"55.726678";"37.417455";"действует";"2588109659";"{coordinates=[37.417455, 55.726678], type=Point}";"";
"356";"Рабочий поселок (проход 4)";"Рабочий посёлок";"Белорусское";"05:30-01:00";"55.726699";"37.416842";"действует";"2588109701";"{coordinates=[37.416842, 55.726699], type=Point}";"";
"357";"Курская (проход 1)";"Курская";"Курское";"05:30-01:00";"55.757650";"37.660150";"действует";"2588110858";"{coordinates=[37.66015, 55.75765], type=Point}";"";
"358";"Курская (проход 2)";"Курская";"Курское";"05:30-01:00";"55.757008";"37.660459";"действует";"2588111047";"{coordinates=[37.660459, 55.757008], type=Point}";"";
"359";"Курская (проход 3)";"Курская";"Курское";"05:30-01:00";"55.757398";"37.662776";"действует";"2588111076";"{coordinates=[37.662776, 55.757398], type=Point}";"";
"360";"Калитники (проход 1) (А)";"Калитники";"Курское";"05:30-01:00";"55.734102";"37.701882";"действует";"2588112208";"{coordinates=[37.701882, 55.734102], type=Point}";"";
"361";"Калитники (проход 2) (А)";"Калитники";"Курское";"05:30-01:00";"55.734231";"37.702175";"действует";"2588112736";"{coordinates=[37.702175, 55.734231], type=Point}";"";
"362";"Калитники (проход 3)";"Калитники";"Курское";"05:30-01:00";"55.733797";"37.702634";"действует";"2588112833";"{coordinates=[37.702634, 55.733797], type=Point}";"";
"363";"Серп и Молот (проход 1)";"Серп и Молот";"Горьковское";"05:30-01:00";"55.747890";"37.682512";"действует";"2588113354";"{coordinates=[37.682512, 55.74789], type=Point}";"";
"364";"Чухлинка (проход 1)";"Чухлинка";"Горьковское";"05:30-01:00";"55.733152";"37.763840";"действует";"2588113812";"{coordinates=[37.76384, 55.733152], type=Point}";"";
"365";"Курская (проход 4)";"Курская";"Горьковское";"05:30-01:00";"55.758691";"37.660946";"действует";"2588114320";"{coordinates=[37.660946, 55.758691], type=Point}";"";
"366";"Нижегородская (проход 1)";"Нижегородская";"Горьковское";"05:30-01:00";"55.732872";"37.730867";"действует";"2588114799";"{coordinates=[37.730867, 55.732872], type=Point}";"";
"367";"Андроновка (проход 3)";"Андроновка";"Казанское";"05:30-01:00";"55.745726";"37.738718";"действует";"2588115026";"{coordinates=[37.738718, 55.745726], type=Point}";"";
"368";"Ярославский вокзал (проход 1)";"Ярославский вокзал";"Ярославское";"круглосуточно";"55.777326";"37.657878";"действует";"2588116347";"{coordinates=[37.657878, 55.777326], type=Point}";"";
"369";"Сортировочная (проход 1)";"Сортировочная";"Казанское";"05:30-01:00";"55.762850";"37.721191";"действует";"2588116468";"{coordinates=[37.721191, 55.76285], type=Point}";"";
"370";"Авиамоторная (проход 1)";"Авиамоторная";"Казанское";"05:30-01:00";"55.751068";"37.721183";"действует";"2588116576";"{coordinates=[37.721183, 55.751068], type=Point}";"";
"371";"Перово (проход 1)";"Перово";"Казанское";"05:30-01:00";"55.736355";"37.762795";"действует";"2588116986";"{coordinates=[37.762795, 55.736355], type=Point}";"";
"372";"Бирюлёво-Товарная (проход 1)";"Бирюлёво-Товарная";"Павелецкое";"круглосуточно";"55.592738";"37.653776";"действует";"2596420442";"{coordinates=[37.653776, 55.592738], type=Point}";"";
"374";"Бирюлёво-Пассажирская (проход 1)";"Бирюлёво-Пассажирская";"Павелецкое";"круглосуточно";"55.581667";"37.659614";"действует";"2596420517";"{coordinates=[37.659614, 55.581667], type=Point}";"";
"376";"Переделкино (проход 1)";"Переделкино";"Киевское";"05:30-01:00";"55.655890";"37.354599";"действует";"2597533022";"{coordinates=[37.354599, 55.65589], type=Point}";"";
"377";"Переделкино (проход 2)";"Переделкино";"Киевское";"05:30-01:00";"55.656435";"37.353774";"действует";"2597533050";"{coordinates=[37.353774, 55.656435], type=Point}";"";
"378";"Верхние Котлы (проход 1)";"Верхние Котлы";"Павелецкое";"круглосуточно";"55.689592";"37.616774";"действует";"2597533187";"{coordinates=[37.616774, 55.689592], type=Point}";"";
"379";"Дербеневская (проход 1)";"Дербеневская";"Павелецкое";"круглосуточно";"55.717483";"37.643377";"действует";"2597533238";"{coordinates=[37.643377, 55.717483], type=Point}";"";
"380";"Останкино (проход 1)";"Останкино";"Ленинградское";"05:30-01:00";"55.817897";"37.603070";"действует";"2597533643";"{coordinates=[37.60307, 55.817897], type=Point}";"";
"381";"Останкино (проход 2)";"Останкино";"Ленинградское";"05:30-01:00";"55.817728";"37.603328";"действует";"2597533684";"{coordinates=[37.603328, 55.817728], type=Point}";"";
"382";"Петровско-Разумовская (проход 1)";"Петровско-Разумовская";"Ленинградское";"05:30-01:00";"55.839470";"37.568566";"действует";"2597533865";"{coordinates=[37.568566, 55.83947], type=Point}";"";
"383";"Петровско-Разумовская (проход 7) (А)";"Петровско-Разумовская";"Ленинградское";"05:30-01:00";"55.839615";"37.569128";"действует";"2597533881";"{coordinates=[37.569128, 55.839615], type=Point}";"";
"384";"Моссельмаш (проход 1)";"Моссельмаш";"Ленинградское";"05:30-01:00";"55.861626";"37.525231";"действует";"2597533899";"{coordinates=[37.525231, 55.861626], type=Point}";"";
"385";"Ховрино (проход 1)";"Ховрино";"Ленинградское";"05:30-01:00";"55.880275";"37.485612";"действует";"2597533965";"{coordinates=[37.485612, 55.880275], type=Point}";"";
"386";"Молжаниново (проход 1)";"Молжаниново";"Ленинградское";"05:30-01:00";"55.924634";"37.381254";"действует";"2597533992";"{coordinates=[37.381254, 55.924634], type=Point}";"";
"387";"Зеленоград - Крюково (проход 4)";"Зеленоград - Крюково";"Ленинградское";"05:30-01:00";"55.979866";"37.172629";"действует";"2597534007";"{coordinates=[37.172629, 55.979866], type=Point}";"";
"388";"Зеленоград - Крюково (проход 7)";"Зеленоград - Крюково";"Ленинградское";"05:30-01:00";"55.980824";"37.174586";"действует";"2597534047";"{coordinates=[37.174586, 55.980824], type=Point}";"";
"389";"Зеленоград - Крюково (проход 8)";"Зеленоград - Крюково";"Ленинградское";"05:30-01:00";"55.980706";"37.174906";"действует";"2597534152";"{coordinates=[37.174906, 55.980706], type=Point}";"";
"390";"Грачёвская (проход 1)";"Грачёвская";"Ленинградское";"05:30-01:00";"55.869871";"37.507462";"действует";"2597534257";"{coordinates=[37.507462, 55.869871], type=Point}";"";
"391";"Грачёвская (проход 2)";"Грачёвская";"Ленинградское";"05:30-01:00";"55.870641";"37.508519";"действует";"2597534266";"{coordinates=[37.508519, 55.870641], type=Point}";"";
"392";"Новоподрезково (проход 1)";"Новоподрезково";"Ленинградское";"05:30-01:00";"55.936501";"37.352896";"действует";"2597534296";"{coordinates=[37.352896, 55.936501], type=Point}";"";
"393";"Новоподрезково (проход 2)";"Новоподрезково";"Ленинградское";"05:30-01:00";"55.936277";"37.352235";"действует";"2597534318";"{coordinates=[37.352235, 55.936277], type=Point}";"";
"394";"Электрозаводская (проход 4)";"Электрозаводская";"Казанское";"05:30-01:00";"55.781330";"37.705287";"действует";"2597651979";"{coordinates=[37.705287, 55.78133], type=Point}";"";
"395";"Верхние Котлы (проход 2)";"Верхние Котлы";"Павелецкое";"круглосуточно";"55.689726";"37.617432";"действует";"2597652255";"{coordinates=[37.617432, 55.689726], type=Point}";"";
"396";"Павелецкий вокзал (проход 1)";"Павелецкий вокзал";"Павелецкое";"круглосуточно";"55.729582";"37.641127";"действует";"2597652523";"{coordinates=[37.641127, 55.729582], type=Point}";"";
"397";"Киевский вокзал (проход 1)";"Киевский вокзал";"Киевское";"круглосуточно";"55.743061";"37.564408";"действует";"2597653009";"{coordinates=[37.564408, 55.743061], type=Point}";"";
"400";"Аэропорт (проход 1)";"Аэропорт";"Киевское";"круглосуточно";"55.609902";"37.266410";"действует";"2608391356";"{coordinates=[37.26641, 55.609902], type=Point}";"";
"401";"Новопеределкино (проход 1)";"Новопеределкино";"Киевское";"05:30-01:00";"55.638996";"37.381378";"действует";"2608394347";"{coordinates=[37.381378, 55.638996], type=Point}";"";
"402";"Бекасово-1 (проход 1)";"Бекасово-1";"Киевское";"круглосуточно";"55.429484";"36.840789";"действует";"2608949764";"{coordinates=[36.840789, 55.429484], type=Point}";"";
"403";"Посёлок Киевский (проход 1)";"Посёлок Киевский";"Киевское";"круглосуточно";"55.424857";"36.865523";"действует";"2608949765";"{coordinates=[36.865523, 55.424857], type=Point}";"";
"404";"Рассудово (проход 1)";"Рассудово";"Киевское";"круглосуточно";"55.480725";"36.917718";"действует";"2608949766";"{coordinates=[36.917718, 55.480725], type=Point}";"";
"405";"Гражданская (проход 1)";"Гражданская";"Рижское";"05:30-01:00";"55.806229";"37.551330";"действует";"2609705707";"{coordinates=[37.55133, 55.806229], type=Point}";"";
"406";"Гражданская (проход 2)";"Гражданская";"Рижское";"05:30-01:00";"55.806083";"37.551343";"действует";"2609705708";"{coordinates=[37.551343, 55.806083], type=Point}";"";
"407";"Гражданская (проход 3)";"Гражданская";"Рижское";"05:30-01:00";"55.805225";"37.555120";"действует";"2609705709";"{coordinates=[37.55512, 55.805225], type=Point}";"";
"408";"Гражданская (проход 4)";"Гражданская";"Рижское";"05:30-01:00";"55.804798";"37.555694";"действует";"2609705710";"{coordinates=[37.555694, 55.804798], type=Point}";"";
"409";"Дмитровская (проход 5)";"Дмитровская";"Рижское";"05:30-01:00";"55.808049";"37.579809";"действует";"2609705729";"{coordinates=[37.579809, 55.808049], type=Point}";"";
"410";"Дмитровская (проход 6)";"Дмитровская";"Рижское";"05:30-01:00";"55.807480";"37.576262";"действует";"2609705731";"{coordinates=[37.576262, 55.80748], type=Point}";"";
"411";"Дмитровская (проход 7)";"Дмитровская";"Рижское";"05:30-01:00";"55.808258";"37.579305";"действует";"2609705733";"{coordinates=[37.579305, 55.808258], type=Point}";"";
"412";"Щукинская (проход 2)";"Щукинская";"Рижское";"05:30-01:00";"55.811347";"37.459365";"действует";"2609705754";"{coordinates=[37.459365, 55.811347], type=Point}";"";
"413";"Стрешнево (проход 2)";"Стрешнево";"Рижское";"05:30-01:00";"55.815640";"37.487415";"действует";"2609705828";"{coordinates=[37.487415, 55.81564], type=Point}";"";
"414";"Стрешнево (проход 6)";"Стрешнево";"Рижское";"05:30-01:00";"55.815335";"37.493765";"действует";"2609705841";"{coordinates=[37.493765, 55.815335], type=Point}";"";
"415";"Стрешнево (проход 7)";"Стрешнево";"Рижское";"05:30-01:00";"55.814933";"37.492466";"действует";"2609705845";"{coordinates=[37.492466, 55.814933], type=Point}";"";
"416";"Красный Балтиец (проход 2)";"Красный Балтиец";"Рижское";"05:30-01:00";"55.815616";"37.526694";"действует";"2609706013";"{coordinates=[37.526694, 55.815616], type=Point}";"";
"417";"Красный Балтиец (проход 3)";"Красный Балтиец";"Рижское";"05:30-01:00";"55.814008";"37.527208";"действует";"2609706020";"{coordinates=[37.527208, 55.814008], type=Point}";"";
"418";"Красный Балтиец (проход 4)";"Красный Балтиец";"Рижское";"05:30-01:00";"55.812799";"37.527131";"действует";"2609706034";"{coordinates=[37.527131, 55.812799], type=Point}";"";
"419";"Тушинская (проход 7)";"Тушинская";"Рижское";"05:30-01:00";"55.826864";"37.441093";"действует";"2609706185";"{coordinates=[37.441093, 55.826864], type=Point}";"";
"420";"Трикотажная (проход 2)";"Трикотажная";"Рижское";"05:30-01:00";"55.833268";"37.399059";"действует";"2609706234";"{coordinates=[37.399059, 55.833268], type=Point}";"";
"421";"Трикотажная (проход 3)";"Трикотажная";"Рижское";"05:30-01:00";"55.832972";"37.400800";"действует";"2609706239";"{coordinates=[37.4008, 55.832972], type=Point}";"";
"422";"Трикотажная (проход 4)";"Трикотажная";"Рижское";"05:30-01:00";"55.833358";"37.396853";"действует";"2609706254";"{coordinates=[37.396853, 55.833358], type=Point}";"";
"423";"Трикотажная (проход 5)";"Трикотажная";"Рижское";"05:30-01:00";"55.833056";"37.398958";"действует";"2609706255";"{coordinates=[37.398958, 55.833056], type=Point}";"";
"424";"Трикотажная (проход 6)";"Трикотажная";"Рижское";"05:30-01:00";"55.832794";"37.400413";"действует";"2609706270";"{coordinates=[37.400413, 55.832794], type=Point}";"";
"425";"Щербинка (проход 2)";"Щербинка";"Курское";"05:30-01:00";"55.509153";"37.561745";"действует";"2609706678";"{coordinates=[37.561745, 55.509153], type=Point}";"";
"426";"Щербинка (проход 3)";"Щербинка";"Курское";"05:30-01:00";"55.510830";"37.562262";"действует";"2609706692";"{coordinates=[37.562262, 55.51083], type=Point}";"";
"427";"Щербинка (проход 4)";"Щербинка";"Курское";"05:30-01:00";"55.510553";"37.563230";"действует";"2609706720";"{coordinates=[37.56323, 55.510553], type=Point}";"";
"428";"Бутово (проход 2)";"Бутово";"Курское";"05:30-01:00";"55.542280";"37.570686";"действует";"2609707128";"{coordinates=[37.570686, 55.54228], type=Point}";"";
"429";"Бутово (проход 3)";"Бутово";"Курское";"05:30-01:00";"55.542188";"37.571570";"действует";"2609707161";"{coordinates=[37.57157, 55.542188], type=Point}";"";
"430";"Бутово (проход 4)";"Бутово";"Курское";"05:30-01:00";"55.541744";"37.571435";"действует";"2609707191";"{coordinates=[37.571435, 55.541744], type=Point}";"";
"431";"Бутово (проход 5)";"Бутово";"Курское";"05:30-01:00";"55.540177";"37.570149";"действует";"2609707229";"{coordinates=[37.570149, 55.540177], type=Point}";"";
"432";"Бутово (проход 6)";"Бутово";"Курское";"05:30-01:00";"55.542483";"37.570636";"действует";"2609707267";"{coordinates=[37.570636, 55.542483], type=Point}";"";
"433";"Депо (проход 2)";"Депо";"Курское";"05:30-01:00";"55.674222";"37.730959";"действует";"2609707405";"{coordinates=[37.730959, 55.674222], type=Point}";"";
"434";"Депо (проход 3)";"Депо";"Курское";"05:30-01:00";"55.674291";"37.732568";"действует";"2609707431";"{coordinates=[37.732568, 55.674291], type=Point}";"";
"435";"Депо (проход 4)";"Депо";"Курское";"05:30-01:00";"55.673785";"37.732397";"действует";"2609707485";"{coordinates=[37.732397, 55.673785], type=Point}";"";
"436";"Красный Строитель (проход 2)";"Красный Строитель";"Курское";"05:30-01:00";"55.589072";"37.614550";"действует";"2609707588";"{coordinates=[37.61455, 55.589072], type=Point}";"";
"437";"Курьяново (проход 2)";"Курьяново";"Курское";"05:30-01:00";"55.650014";"37.701059";"действует";"2609708510";"{coordinates=[37.701059, 55.650014], type=Point}";"";
"438";"Люблино (проход 2)";"Люблино";"Курское";"05:30-01:00";"55.684920";"37.733306";"действует";"2609708673";"{coordinates=[37.733306, 55.68492], type=Point}";"";
"439";"Люблино (проход 3)";"Люблино";"Курское";"05:30-01:00";"55.684952";"37.734733";"действует";"2609708723";"{coordinates=[37.734733, 55.684952], type=Point}";"";
"440";"Люблино (проход 4)";"Люблино";"Курское";"05:30-01:00";"55.684790";"37.734633";"действует";"2609708760";"{coordinates=[37.734633, 55.68479], type=Point}";"";
"441";"Москва-Товарная (проход 2)";"Дербеневская";"Курское";"05:30-01:00";"55.746254";"37.688943";"действует";"2609708932";"{coordinates=[37.688943, 55.746254], type=Point}";"";
"442";"Покровское (проход 2)";"Покровское";"Курское";"05:30-01:00";"55.602542";"37.631900";"действует";"2611886736";"{coordinates=[37.6319, 55.602542], type=Point}";"";
"443";"Царицыно (проход 2)";"Царицыно";"Курское";"05:30-01:00";"55.618695";"37.669113";"действует";"2611886747";"{coordinates=[37.669113, 55.618695], type=Point}";"";
"444";"Царицыно (проход 3)";"Царицыно";"Курское";"05:30-01:00";"55.619053";"37.668957";"действует";"2611886748";"{coordinates=[37.668957, 55.619053], type=Point}";"";
"445";"Царицыно (проход 8)";"Царицыно";"Курское";"05:30-01:00";"55.619279";"37.670191";"действует";"2611886751";"{coordinates=[37.670191, 55.619279], type=Point}";"";
"446";"Царицыно (проход 9)";"Царицыно";"Курское";"05:30-01:00";"55.618847";"37.669472";"действует";"2611886756";"{coordinates=[37.669472, 55.618847], type=Point}";"";
"448";"Царицыно (проход 4)";"Царицыно";"Курское";"05:30-01:00";"55.618182";"37.667020";"действует";"2611886761";"{coordinates=[37.66702, 55.618182], type=Point}";"";
"449";"Царицыно (проход 5)";"Царицыно";"Курское";"05:30-01:00";"55.617292";"37.668901";"действует";"2611886762";"{coordinates=[37.668901, 55.617292], type=Point}";"";
"450";"Царицыно (проход 6)";"Царицыно";"Курское";"05:30-01:00";"55.618364";"37.668625";"действует";"2611886763";"{coordinates=[37.668625, 55.618364], type=Point}";"";
"451";"Текстильщики (проход 2)";"Текстильщики";"Курское";"05:30-01:00";"55.708551";"37.729297";"действует";"2611886777";"{coordinates=[37.729297, 55.708551], type=Point}";"";
"452";"Текстильщики (проход 7)";"Текстильщики";"Курское";"05:30-01:00";"55.707064";"37.729901";"действует";"2611886799";"{coordinates=[37.729901, 55.707064], type=Point}";"";
"453";"Москворечье (проход 2)";"Москворечье";"Курское";"05:30-01:00";"55.639823";"37.689302";"действует";"2611886800";"{coordinates=[37.689302, 55.639823], type=Point}";"";
"454";"Перерва (проход 2)";"Перерва";"Курское";"05:30-01:00";"55.662117";"37.716177";"действует";"2611886816";"{coordinates=[37.716177, 55.662117], type=Point}";"";
"455";"Перерва (проход 3)";"Перерва";"Курское";"05:30-01:00";"55.660873";"37.719879";"действует";"2611886817";"{coordinates=[37.719879, 55.660873], type=Point}";"";
"456";"Тимирязевская (проход 5)";"Тимирязевская";"Савёловское";"05:30-01:00";"55.819094";"37.576467";"действует";"2611886912";"{coordinates=[37.576467, 55.819094], type=Point}";"";
"457";"Окружная (проход 5)";"Окружная";"Савёловское";"05:30-01:00";"55.847735";"37.574552";"действует";"2611886930";"{coordinates=[37.574552, 55.847735], type=Point}";"";
"458";"Окружная (проход 6)";"Окружная";"Савёловское";"05:30-01:00";"55.847449";"37.574239";"действует";"2611886931";"{coordinates=[37.574239, 55.847449], type=Point}";"";
"459";"Окружная (проход 7)";"Окружная";"Савёловское";"05:30-01:00";"55.849782";"37.574251";"действует";"2611886933";"{coordinates=[37.574251, 55.849782], type=Point}";"";
"460";"Окружная (проход 8)";"Окружная";"Савёловское";"05:30-01:00";"55.849828";"37.573957";"действует";"2611886935";"{coordinates=[37.573957, 55.849828], type=Point}";"";
"461";"Дегунино (проход 2)";"Дегунино";"Савёловское";"05:30-01:00";"55.864684";"37.573751";"действует";"2611886955";"{coordinates=[37.573751, 55.864684], type=Point}";"";
"462";"Дегунино (проход 3)";"Дегунино";"Савёловское";"05:30-01:00";"55.866910";"37.572497";"действует";"2611886962";"{coordinates=[37.572497, 55.86691], type=Point}";"";
